seqnames	start	end
3	20513417	20514011
3	20530754	20531479
3	2053285	2053805
3	20549097	20549795
3	20552572	20553150
3	20556103	20556775
3	20557273	20557826
3	2055931	2056513
3	20563808	20564328
3	20573434	20574025
3	20603617	20604216
3	206040	206890
3	20606375	20606911
3	20611085	20611599
3	20616	21288
3	20620015	20620560
3	20629913	20630520
3	20651333	20651861
3	20666331	20666933
3	20679118	20679823
3	20681436	20682104
3	20683979	20684508
3	20694176	20694731
3	20699913	20700576
3	20719296	20719931
3	20734244	20734885
3	20752421	20752937
3	20752937	20753501
3	20757365	20758379
3	20774939	20775514
3	2078439	2079105
3	20785737	20786573
3	20801078	20801647
3	20801647	20802283
3	20802545	20803074
3	20806188	20806811
3	20807599	20808486
3	20820271	20821234
3	2082922	2083555
3	20836831	20837558
3	20841585	20842150
3	20849118	20849640
3	20856094	20856641
3	20856959	20857688
3	20857869	20858547
3	20862336	20862984
3	20864466	20865161
3	20869345	20869902
3	20872207	20872872
3	2087817	2088435
3	20897510	20898252
3	20902501	20903335
3	20904430	20905093
3	20908083	20908633
3	20911179	20911870
3	2092337	2092847
3	20939149	20939968
3	20939968	20940568
3	20940568	20941077
3	20961176	20961695
3	20964008	20964554
3	20974823	20975392
3	21024239	21024739
3	21035982	21036715
3	2104813	2105574
3	21048304	21048873
3	21055562	21056290
3	21056804	21057347
3	21058018	21058801
3	21058804	21059318
3	21060834	21061345
3	21072984	21073587
3	21087672	21088293
3	21095060	21095698
3	21097351	21097867
3	21100362	21100877
3	21103603	21104219
3	21108498	21109160
3	21122548	21123480
3	2113356	2113921
3	21135990	21136508
3	21136508	21137063
3	21141206	21141933
3	21153364	21154040
3	21165706	21166452
3	21177093	21177637
3	21177921	21178599
3	21217529	21218143
3	21229429	21229978
3	21233237	21233865
3	212351	213042
3	21235872	21236665
3	21236665	21237467
3	21240463	21241194
3	21242757	21243353
3	21251686	21252550
3	2125883	2126587
3	21260940	21261557
3	21275944	21276543
3	21277400	21278015
3	2128313	2129097
3	2129097	2129613
3	21291	21946
3	21292973	21293545
3	21295226	21295840
3	21296066	21296824
3	21303641	21304225
3	21306247	21306902
3	2130831	2131351
3	21309420	21310191
3	2131734	2132396
3	2132396	2132949
3	21343830	21344403
3	2137255	2137814
3	2138006	2138623
3	21380493	21381012
3	21395240	21395766
3	21412373	21413138
3	21414967	21415501
3	21425718	21426388
3	21434243	21435354
3	21448453	21449035
3	21461845	21462425
3	21469248	21469900
3	21472595	21473390
3	21474009	21474558
3	21478930	21479448
3	21483809	21484842
3	21487189	21487853
3	21488298	21488981
3	21491807	21492328
3	21499769	21500290
3	21511133	21511669
3	21511669	21512260
3	21520138	21520706
3	21523171	21523890
3	21524162	21524816
3	21546366	21546980
3	21549512	21550117
3	21558583	21559281
3	216353	216918
3	2166216	2166797
3	21663792	21664348
3	21675142	21675854
3	21678631	21679178
3	21679763	21680309
3	21683027	21683633
3	2169029	2169688
3	21693582	21694153
3	21694715	21695565
3	2169688	2170269
3	21700218	21700932
3	21719663	21720292
3	21752191	21752743
3	21758538	21759079
3	21759959	21760825
3	21760825	21761352
3	21762129	21762648
3	21762960	21763495
3	21810104	21810750
3	21817907	21818509
3	21824256	21824901
3	21827438	21827987
3	21835395	21836076
3	21836076	21836764
3	21868912	21869538
3	21870910	21871640
3	21893571	21894088
3	21911342	21911906
3	21931389	21932118
3	21932118	21932860
3	21962861	21963435
3	21969348	21969847
3	22005689	22006640
3	22007744	22008260
3	22008260	22008787
3	22008787	22009316
3	22028452	22029085
3	22047945	22048449
3	22058090	22058696
3	22078083	22078656
3	22118086	22118743
3	22121904	22122549
3	22128141	22128779
3	22129268	22129809
3	22133102	22134112
3	22134112	22134709
3	22138368	22139029
3	22141518	22142021
3	22142390	22142904
3	22169833	22170576
3	22189449	22190288
3	22202463	22203058
3	22203937	22204758
3	22205271	22206179
3	22214129	22214628
3	22215755	22216520
3	2221695	2222348
3	22221083	22221668
3	22248320	22248957
3	22250465	22251225
3	22256721	22257595
3	22269837	22270409
3	22272078	22272646
3	22273421	22274259
3	22291170	22291771
3	22296557	22297185
3	22303520	22304300
3	22319833	22320492
3	22323670	22324407
3	22327841	22328479
3	22331026	22331541
3	22333539	22334124
3	22362551	22363054
3	22363255	22363951
3	22374238	22374779
3	22375842	22376544
3	22380901	22381408
3	22381408	22381923
3	22381923	22382456
3	22393192	22393923
3	22402525	22403061
3	22413907	22414689
3	22416988	22417789
3	22417789	22418609
3	22423560	22424162
3	22427515	22428167
3	22432055	22432597
3	22433716	22434423
3	2244696	2245645
3	22457647	22458314
3	22469320	22469880
3	22498915	22499430
3	22520994	22521602
3	22537039	22537773
3	22562435	22563001
3	22575580	22576083
3	2258073	2258645
3	22601533	22602387
3	22625655	22626241
3	22628976	22629570
3	22630071	22630755
3	22634987	22635628
3	22649806	22650342
3	22656487	22657054
3	22665671	22666546
3	22676781	22677526
3	22680551	22681079
3	22692808	22693486
3	22711865	22712458
3	22715347	22715894
3	22725760	22726755
3	22732134	22732642
3	22740160	22740972
3	22743147	22743915
3	22744278	22744874
3	22785608	22786246
3	22791591	22792140
3	22798004	22798787
3	22803656	22804206
3	22807302	22807944
3	22809657	22810182
3	22810681	22811208
3	22811208	22811895
3	22817547	22818156
3	22818156	22818810
3	22822497	22823227
3	22823227	22824003
3	22824003	22824602
3	22827320	22827865
3	22833853	22834458
3	22834720	22835236
3	22846888	22847448
3	22856770	22857524
3	22873608	22874180
3	2287685	2288234
3	22899741	22900294
3	2290325	2290848
3	22909017	22909671
3	22915709	22916371
3	22921662	22922394
3	22927625	22928232
3	22933802	22934402
3	22934810	22935365
3	22936523	22937055
3	22945649	22946302
3	22947713	22948399
3	22950520	22951217
3	22951217	22951745
3	22955286	22955883
3	22961961	22962504
3	22963550	22964196
3	22985216	22985722
3	22990790	22991556
3	22999511	23000122
3	23003941	23004593
3	23025770	23026289
3	23040863	23041538
3	23046448	23046967
3	23047351	23048378
3	23051266	23052090
3	23061230	23061764
3	23084982	23085721
3	23105626	23106374
3	2310737	2311464
3	23108426	23109090
3	23123869	23124402
3	23129199	23129982
3	2314504	2315223
3	23145353	23145911
3	23150233	23150822
3	23153422	23154000
3	23158767	23159330
3	23162613	23163253
3	23163253	23163847
3	23167576	23168200
3	23171634	23172347
3	23172626	23173297
3	23175288	23175913
3	23181248	23181898
3	23181898	23182722
3	23184396	23185338
3	23195782	23196355
3	23210368	23211115
3	23228777	23229332
3	23230967	23231524
3	23255072	23255600
3	23264944	23265447
3	23272710	23273230
3	23276275	23277063
3	23277063	23277776
3	23283232	23283760
3	23285766	23286295
3	23286295	23286985
3	23288772	23289281
3	23291376	23292206
3	23292206	23292946
3	2330611	2331231
3	23311357	23312005
3	23317069	23317734
3	23321326	23322020
3	23322425	23322954
3	23324159	23325019
3	23344692	23345511
3	23347587	23348258
3	23348258	23348811
3	23352193	23352810
3	23353072	23353716
3	23354975	23355613
3	23356081	23356599
3	23360639	23361243
3	23362996	23363509
3	23367255	23367785
3	23383545	23384163
3	23388889	23389476
3	2339497	2340052
3	23422633	23423356
3	23423508	23424257
3	23430255	23430781
3	23437302	23437954
3	2344131	2344755
3	23458302	23458813
3	2345844	2346367
3	2348658	2349618
3	2350061	2350674
3	2354346	2354873
3	2357161	2357666
3	2357666	2358241
3	2362998	2363668
3	2363959	2364688
3	241565	242167
3	2439841	2440441
3	2441091	2441750
3	2450773	2451290
3	2454637	2455394
3	2475280	2475832
3	2476118	2477017
3	2478827	2479559
3	2484030	2484761
3	2491184	2491808
3	2509350	2510139
3	2513469	2514157
3	2518839	2519343
3	255340	255970
3	2561575	2562090
3	2562695	2563491
3	2572776	2573364
3	258413	258921
3	2586230	2586956
3	2605023	2605571
3	2607493	2608210
3	2611855	2612521
3	2614840	2615537
3	2624056	2624623
3	2627379	2628035
3	2636669	2637541
3	2646779	2647383
3	2653697	2654584
3	2660605	2661266
3	2662558	2663111
3	269170	269780
3	2696104	2696627
3	2706198	2706698
3	2742563	2743064
3	2745206	2745849
3	2748934	2749600
3	2749600	2750149
3	2760156	2760734
3	2774664	2775332
3	278570	279122
3	2818701	2819245
3	2831006	2831706
3	2831710	2832218
3	2838602	2839396
3	2843775	2844425
3	2846339	2847195
3	2849762	2850601
3	2851318	2851936
3	2855070	2855612
3	2878787	2879711
3	2888841	2889392
3	2893967	2894838
3	2917974	2918715
3	2918996	2919495
3	2939260	2939778
3	2939941	2940449
3	2952236	2953048
3	2953048	2953749
3	295442	296073
3	2971388	2972092
3	2979710	2980254
3	2997880	2998541
3	2999890	3000506
3	3003289	3003825
3	3011320	3011929
3	3014781	3015308
3	3016190	3016722
3	3028717	3029228
3	3029228	3029853
3	3066372	3067015
3	3068659	3069192
3	3071771	3072388
3	3080920	3081544
3	30857	31413
3	3089649	3090432
3	3109664	3110423
3	3115419	3116154
3	3127630	3128224
3	3128224	3128947
3	3154747	3155262
3	3170475	3171407
3	3172623	3173352
3	3189541	3190092
3	3197241	3197753
3	3197753	3198340
3	3202574	3203165
3	3203165	3203716
3	3215153	3215958
3	325763	326463
3	3262377	3262996
3	3262996	3263576
3	3266952	3267691
3	3270790	3271677
3	3283407	3283979
3	3284725	3285271
3	329308	329922
3	3311363	3311885
3	3351340	3351859
3	336001	336547
3	336547	337110
3	3365965	3366881
3	3368567	3369179
3	3371299	3371823
3	3371823	3372359
3	3386261	3386989
3	3405492	3406018
3	3413703	3414257
3	3414645	3415321
3	3421341	3421858
3	3437787	3438617
3	3441340	3442002
3	3442091	3442659
3	3454872	3455701
3	3481760	3482355
3	3506930	3507563
3	3513058	3513814
3	3531489	3531994
3	3532689	3533216
3	3534493	3535252
3	3549236	3549823
3	3555286	3556185
3	3560279	3561068
3	3569145	3569781
3	3572928	3573496
3	3577945	3578512
3	3582435	3583140
3	3585714	3586361
3	3597896	3598697
3	3601403	3602014
3	3612586	3613113
3	3619686	3620202
3	3620392	3621340
3	3622918	3623633
3	3628019	3628745
3	3629914	3630649
3	3647575	3648125
3	3652237	3652996
3	3660059	3660569
3	3666598	3667164
3	3677015	3677717
3	3677717	3678495
3	3680282	3680942
3	3694354	3694869
3	3696301	3696999
3	3697640	3698206
3	3701412	3702253
3	3717525	3718264
3	3722407	3722965
3	3725504	3726069
3	373900	374527
3	3741465	3742283
3	3745286	3745834
3	379682	380231
3	3819843	3820478
3	3825609	3826318
3	3842597	3843103
3	3859689	3860577
3	3862785	3863468
3	3863468	3863979
3	3866476	3867017
3	3867547	3868238
3	387155	387713
3	3878691	3879403
3	3884842	3885552
3	3957414	3957929
3	3964533	3965131
3	3981606	3982174
3	3985426	3986324
3	3988345	3988852
3	399465	400152
3	3994967	3995657
3	4008070	4008769
3	4024370	4025125
3	403348	404191
3	4033558	4034256
3	4035456	4035972
3	4041945	4042538
3	4049096	4049651
3	4076480	4077116
3	4077773	4078297
3	4078297	4078833
3	4080556	4081220
3	4081271	4081897
3	4083667	4084409
3	4084409	4085025
3	4103301	4104058
3	4106383	4107048
3	4116310	4116842
3	411641	412163
3	4121104	4121739
3	4126578	4127363
3	4127606	4128319
3	4134936	4135438
3	4137489	4138003
3	4138003	4138536
3	4155636	4156334
3	4161972	4162706
3	4171456	4172376
3	4175012	4175642
3	4183784	4184424
3	41878	42391
3	419197	420056
3	4201751	4202376
3	4218972	4219667
3	4221693	4222268
3	423324	423983
3	42391	42913
3	4275046	4275619
3	42918	43496
3	429305	430064
3	4303341	4304067
3	4310043	4310577
3	4311506	4312180
3	4314088	4315110
3	4331679	4332261
3	4346493	4347175
3	4357384	4358310
3	4366758	4367601
3	4370022	4370651
3	4371890	4372459
3	4373245	4374137
3	4379436	4379957
3	4384334	4385073
3	4393868	4394449
3	4401265	4401838
3	4402439	4403276
3	4408020	4408546
3	4409808	4410522
3	4411266	4411779
3	4431672	4432452
3	4443640	4444336
3	4461780	4462643
3	4468863	4469365
3	4481597	4482217
3	4485335	4485973
3	4486297	4486831
3	4493651	4494230
3	4495838	4496429
3	4496875	4497606
3	4506115	4506647
3	4510122	4510663
3	4510663	4511168
3	4532058	4532640
3	4536451	4537048
3	4537132	4537721
3	4537721	4538353
3	4571286	4572019
3	4575998	4576569
3	4594559	4595160
3	4595359	4595985
3	4603422	4604084
3	4607498	4608156
3	460935	461499
3	4610737	4611337
3	4612057	4612812
3	4615037	4615731
3	4616139	4616696
3	4634044	4634890
3	4636058	4636730
3	4644390	4644983
3	4654511	4655412
3	4655412	4655939
3	4655939	4656640
3	4657615	4658167
3	4666668	4667404
3	4672465	4672992
3	467535	468217
3	468691	469294
3	4710146	4710658
3	4714863	4715974
3	4720687	4721279
3	4736666	4737376
3	4739742	4740345
3	4749699	4750212
3	4752843	4753482
3	4753482	4754214
3	4775127	4775647
3	4775760	4776295
3	478549	479122
3	4788091	4788623
3	4790072	4790744
3	4795102	4796121
3	4797027	4797647
3	4802131	4802638
3	4802638	4803163
3	481516	482050
3	4849060	4849573
3	4856955	4857702
3	4866341	4866975
3	486806	487356
3	4887895	4888443
3	4888443	4889358
3	4907859	4908422
3	4932801	4933429
3	4939992	4940665
3	4943968	4944603
3	4945285	4945886
3	495041	495787
3	4955389	4956117
3	4963961	4964710
3	4969946	4970595
3	4974339	4974976
3	4976758	4977444
3	4982179	4982737
3	4987018	4987625
3	4987625	4988261
3	5001917	5002549
3	5003351	5004116
3	5007768	5008300
3	5023318	5023862
3	505330	505985
3	5058687	5059283
3	5063837	5064484
3	5064709	5065220
3	5072949	5073718
3	5079196	5079815
3	5080034	5080533
3	5080533	5081054
3	508306	508824
3	5087635	5088452
3	5108899	5109479
3	51180	51702
3	5119325	5120332
3	5125699	5126266
3	5142389	5143225
3	5146892	5147473
3	5148215	5148734
3	5148991	5149798
3	5162879	5163508
3	5165165	5165785
3	5172712	5173392
3	5173832	5174460
3	5175852	5176444
3	5183151	5183828
3	5220264	5220795
3	5220795	5221463
3	5227808	5228517
3	5233774	5234307
3	5236430	5237104
3	5237104	5238114
3	5245539	5246267
3	5248593	5249199
3	5254377	5254950
3	5254950	5255606
3	5262374	5262883
3	5266097	5266866
3	528228	528769
3	5298594	5299221
3	5320208	5321015
3	5327899	5328433
3	5329989	5330503
3	5337176	5337732
3	5347143	5347765
3	5362254	5362890
3	538147	538730
3	5396457	5397181
3	5410582	5411423
3	541269	542022
3	5424893	5425631
3	5445099	5446141
3	5446400	5447066
3	545983	546626
3	5470268	5470820
3	5485666	5486293
3	548640	549248
3	5504470	5505199
3	550721	551365
3	5517246	5517812
3	5536940	5537484
3	554495	555301
3	5547128	5547652
3	5577666	5578291
3	5583127	5583787
3	558352	558911
3	5590250	5590831
3	5591516	5592127
3	5598450	5598980
3	5598980	5599557
3	5603123	5603755
3	5606066	5606618
3	5612173	5612789
3	5615578	5616165
3	5634977	5635961
3	5639113	5639647
3	5639647	5640368
3	5644158	5644733
3	5645320	5645852
3	5661896	5662589
3	5667400	5668051
3	5668908	5669622
3	5679080	5679818
3	5694073	5694741
3	5694741	5695329
3	5702175	5702760
3	5707456	5708240
3	5710292	5710871
3	5718835	5719462
3	5719854	5720776
3	571990	572652
3	5730675	5731353
3	5743094	5743669
3	5747286	5747795
3	5762450	5763193
3	5763193	5763747
3	5775688	5776229
3	5778184	5778771
3	5829360	5829923
3	5830171	5830974
3	5830974	5831518
3	5832753	5833384
3	5843497	5844234
3	5845383	5845953
3	5892173	5892747
3	5913033	5913573
3	5928102	5928613
3	5932736	5933333
3	5954236	5954735
3	5961752	5962497
3	5962497	5963067
3	596367	596870
3	596870	597527
3	5992939	5993521
3	5993521	5994194
3	5997655	5998348
3	5998348	5999026
3	6004	6511
3	6014078	6014591
3	6016494	6017254
3	6044287	6044927
3	6063608	6064213
3	6081176	6081809
3	6088387	6089336
3	6096867	6097432
3	6099414	6100361
3	6105033	6105549
3	6108517	6109062
3	6118197	6118795
3	6119311	6119921
3	6127843	6128613
3	613424	614047
3	6153601	6154189
3	6158227	6158903
3	6160319	6160850
3	6163859	6164767
3	6171589	6172142
3	6173619	6174398
3	6178243	6178822
3	6190136	6190984
3	6214862	6215432
3	6219684	6220371
3	6225376	6226145
3	6246084	6246859
3	6247177	6247746
3	6258833	6259581
3	6269773	6270350
3	6272483	6273057
3	6273623	6274170
3	6292511	6293522
3	6295384	6295995
3	6296339	6297219
3	629831	630350
3	6304401	6305383
3	6305383	6305980
3	631446	631988
3	6344052	6344607
3	6347549	6348069
3	6348461	6349048
3	6351477	6352049
3	637108	637617
3	6383037	6383618
3	6392440	6392941
3	6394826	6395622
3	6416483	6417255
3	6422341	6422887
3	6463534	6464265
3	6465711	6466282
3	6467369	6467904
3	6474262	6474963
3	6477026	6477826
3	648119	648718
3	6491415	6491921
3	6492387	6493159
3	6494522	6495059
3	6495059	6495663
3	6525426	6526146
3	6526146	6526920
3	6535955	6536499
3	654360	655068
3	6551754	6552529
3	6558455	6559043
3	6564356	6564911
3	6564911	6565556
3	6566249	6567020
3	6575635	6576231
3	6577407	6577980
3	660191	660809
3	6613841	6614412
3	6615578	6616297
3	6617657	6618636
3	6651245	6651918
3	6672338	6672890
3	6679717	6680493
3	6686770	6687423
3	6704216	6704775
3	6708906	6709463
3	6709463	6710046
3	6713620	6714189
3	6716525	6717314
3	672835	673491
3	6731182	6731803
3	6743370	6743994
3	6749136	6749659
3	6761066	6761626
3	6776889	6777650
3	6780156	6780750
3	6782895	6784106
3	6792615	6793436
3	6801541	6802326
3	6804574	6805146
3	6837250	6837853
3	6881907	6882506
3	6901804	6902543
3	6906530	6907044
3	6921899	6922446
3	6933632	6934222
3	6957107	6957753
3	695842	696427
3	6970373	6971005
3	6977568	6978165
3	6978165	6978704
3	6982595	6983157
3	6989426	6990194
3	6994366	6995146
3	7020770	7021323
3	7063179	7063769
3	7066381	7067061
3	7084732	7085344
3	7089693	7090306
3	7094181	7094745
3	7115478	7116302
3	7132507	7133008
3	7195917	7196446
3	7201855	7202549
3	7213655	7214339
3	7223957	7224497
3	7227540	7228074
3	7228554	7229095
3	7260131	7260634
3	7262948	7263659
3	7278203	7278761
3	7279916	7280668
3	7282301	7282962
3	7287344	7287976
3	7305274	7306067
3	731426	732044
3	7321168	7321868
3	7322450	7323135
3	7325107	7325814
3	732838	733505
3	7337980	7338538
3	7350161	7351076
3	7358529	7359220
3	7384255	7384829
3	7384935	7385554
3	738772	739302
3	7387801	7388406
3	739721	740281
3	740281	740845
3	7405348	7405905
3	7413472	7413979
3	7440826	7441375
3	7453540	7454055
3	7466835	7467445
3	7472821	7473539
3	7474325	7474897
3	7475748	7476504
3	7477140	7477735
3	748473	749031
3	7488756	7489517
3	7501810	7502492
3	7507039	7507653
3	7510164	7511116
3	7516372	7516952
3	7539198	7539884
3	7543485	7544069
3	75594	76157
3	7577633	7578348
3	7592784	7593744
3	7594683	7595253
3	7595253	7595827
3	761833	762432
3	7632250	7632899
3	7637481	7638038
3	7641950	7642532
3	7642532	7643103
3	7643243	7643949
3	7643949	7644501
3	764519	765201
3	7650235	7650899
3	7682116	7682699
3	7710286	7711035
3	7770366	7771003
3	7772621	7773356
3	7773356	7773859
3	7774797	7775452
3	7776350	7776920
3	7785222	7785807
3	7794626	7795149
3	7796885	7797405
3	7797778	7798308
3	7811051	7811685
3	7818753	7819434
3	7825606	7826483
3	7833759	7834517
3	7834520	7835264
3	7855757	7856308
3	7867229	7867740
3	7873440	7874036
3	7880100	7880757
3	7906104	7906821
3	7918983	7919705
3	7919705	7920244
3	7920244	7921068
3	7931200	7931843
3	7939564	7940177
3	7940514	7941161
3	7983029	7983532
3	7990105	7990662
3	7993256	7994134
3	7997055	7997822
3	8001249	8001832
3	8035762	8036293
3	8039120	8039697
3	8040345	8041043
3	8061048	8061713
3	8071862	8072438
3	8074690	8075265
3	8078176	8078856
3	8086031	8086661
3	8121138	8121824
3	8127193	8127714
3	8137813	8138386
3	8142927	8143645
3	8143912	8144575
3	8151467	8152067
3	8153976	8154612
3	8167081	8167977
3	8170431	8171361
3	8182540	8183281
3	818822	819404
3	8213174	8213798
3	8218328	8218833
3	8230229	8230797
3	8235586	8236249
3	8254247	8254861
3	8257972	8258484
3	8262770	8263433
3	8268631	8269153
3	8269517	8270055
3	8275405	8276059
3	8278402	8278923
3	8282613	8283232
3	8284979	8285558
3	8297777	8298719
3	8307562	8308270
3	8308723	8309350
3	8325364	8326044
3	8332496	8333170
3	8337086	8337726
3	8380915	8381574
3	8381772	8382432
3	8405676	8406200
3	841414	841927
3	8418447	8419098
3	8425306	8425929
3	8453622	8454167
3	8463208	8464015
3	8465601	8466403
3	8487157	8487689
3	8490599	8491408
3	8497285	8497849
3	8498117	8498706
3	8500429	8500950
3	851670	852275
3	8518636	8519252
3	8530828	8531564
3	8543376	8544262
3	8545828	8546573
3	8546573	8547195
3	8556728	8557399
3	8561349	8561903
3	8562209	8562957
3	8590959	8591639
3	8601849	8602485
3	8607757	8608600
3	8624103	8624875
3	8639924	8640563
3	8646342	8646922
3	8667779	8668442
3	8685065	8685645
3	8687537	8688279
3	8692703	8693271
3	8709551	8710054
3	8710792	8711507
3	8718955	8719853
3	8734332	8734990
3	8741365	8742014
3	8742561	8743310
3	8751506	8752093
3	8770079	8770755
3	877307	878001
3	8812381	8812964
3	8813809	8814553
3	8861974	8862575
3	886875	887566
3	8873479	8874006
3	8900265	8900849
3	8903842	8904435
3	8918158	8918732
3	8926518	8927118
3	8943001	8943738
3	8943738	8944420
3	8957714	8958487
3	8979499	8980324
3	8987641	8988237
3	8993639	8994491
3	90124	90654
3	9019825	9020334
3	9033559	9034177
3	904487	905027
3	9045007	9045824
3	9045824	9046637
3	9047685	9048327
3	9059406	9060011
3	9060373	9060906
3	9065905	9066698
3	9085335	9085965
3	9097270	9097776
3	9103416	9103977
3	9121060	9121807
3	9123918	9124473
3	9130869	9131464
3	9131741	9132577
3	914043	914784
3	9143424	9144055
3	915862	916456
3	9164614	9165278
3	9192018	9192539
3	9194994	9195551
3	9197046	9197847
3	9244146	9244834
3	9268709	9269496
3	9273930	9274457
3	9299641	9300307
3	9300878	9301481
3	9305309	9306014
3	9306851	9307366
3	9315455	9316015
3	9332763	9333377
3	9368759	9369287
3	9382779	9383417
3	9411417	9412051
3	9412220	9412767
3	9421508	9422012
3	9428205	9428750
3	9464569	9465357
3	9467533	9468104
3	9472272	9472896
3	9478293	9478906
3	9479459	9480077
3	9480220	9480886
3	9484164	9484673
3	9487421	9488141
3	9488581	9489137
3	9489137	9489647
3	9494279	9495032
3	949877	950424
3	9508922	9509588
3	9510959	9511668
3	9513187	9514272
3	9516934	9517681
3	9535916	9536590
3	9536590	9537156
3	9550327	9550950
3	9550952	9551458
3	956260	956950
3	9564022	9564765
3	9571708	9572305
3	9576764	9577479
3	9577479	9577998
3	9581393	9581924
3	9587376	9588199
3	961585	962337
3	9665391	9665941
3	9673805	9674397
3	9684674	9685199
3	9710704	9711221
3	9711221	9711754
3	9713794	9714298
3	9721794	9722467
3	976258	976894
3	9768432	9769166
3	977278	977785
3	9781652	9782419
3	980535	981217
3	9805565	9806092
3	9809029	9809620
3	9812524	9813124
3	9827271	9827815
3	9829540	9830225
3	9832140	9832780
3	9834889	9835473
3	9841983	9842494
3	984896	985644
3	9860817	9861323
3	9867262	9868115
3	9885831	9886348
3	9897715	9898302
3	9911681	9912271
3	991396	992057
3	9914655	9915190
3	9920200	9920859
3	9929751	9930444
3	9932105	9932712
3	9935443	9936060
3	994732	995506
3	9947556	9948335
3	9958823	9959429
3	9959429	9960165
3	9981122	9981690
3	9986784	9987295
3	9988494	9989046
3	9989214	9989957
3	9991711	9992561
3	9993990	9994567
4	10002818	10003659
4	10029779	10030427
4	10037748	10038363
4	10054052	10054686
4	10055061	10055637
4	10058081	10058700
4	10060066	10060913
4	10063982	10064689
4	1008564	1009090
4	10090474	10091106
4	10102938	10103509
4	10104728	10105278
4	10141319	10141837
4	10148616	10149160
4	10152090	10152655
4	10155269	10156042
4	10159953	10160602
4	10161319	10161901
4	10162155	10162692
4	10168610	10169143
4	10177047	10177644
4	10180038	10180643
4	10182392	10183005
4	10223484	10223992
4	10235822	10236345
4	10247379	10247927
4	10248346	10248973
4	10249349	10249853
4	10251505	10252027
4	10253199	10253769
4	10255508	10256077
4	10266361	10266917
4	10288307	10288856
4	1031260	1031788
4	10336829	10337441
4	10349247	10349830
4	10370142	10370775
4	10375018	10375585
4	10394791	10395400
4	10420977	10421722
4	1043762	1044499
4	1044729	1045374
4	10459035	10459818
4	10459818	10460424
4	1047328	1048112
4	10473901	10474402
4	10477065	10477694
4	1048348	1049078
4	10483819	10484342
4	10484625	10485298
4	10498439	10498997
4	10500934	10501459
4	10508232	10508867
4	10509576	10510089
4	10524496	10525126
4	10526525	10527321
4	10567614	10568340
4	10573435	10574179
4	10585333	10586042
4	10586732	10587387
4	10590873	10591629
4	10596756	10597416
4	10599598	10600357
4	10625007	10625523
4	10630225	10631159
4	10647896	10648696
4	10649861	10650519
4	1066721	1067353
4	10672325	10673195
4	10676539	10677400
4	10698617	10699127
4	10701789	10702416
4	10706497	10707156
4	10711859	10712494
4	10712494	10713536
4	10714839	10715453
4	10715724	10716598
4	10724604	10725129
4	10731848	10732628
4	10765772	10766318
4	10808459	10809016
4	10811809	10812443
4	10812760	10813617
4	10821561	10822122
4	10825803	10826445
4	10840174	10840874
4	10840874	10841405
4	10859698	10860323
4	10860323	10860895
4	10874899	10875460
4	10882834	10883580
4	10883580	10884215
4	1089325	1089936
4	10898869	10899799
4	1089936	1090446
4	10956877	10957588
4	10964691	10965286
4	10979325	10980110
4	10984169	10984799
4	10992015	10992557
4	10999122	10999817
4	11004212	11004921
4	1100943	1101624
4	11033540	11034418
4	11035573	11036080
4	1103618	1104262
4	11094275	11094787
4	11104698	11105329
4	11120861	11121490
4	11121490	11122211
4	111469	111995
4	1115172	1115922
4	11153887	11154742
4	11160255	11160836
4	11171206	11171964
4	11176403	11177114
4	11177114	11177660
4	11177851	11178398
4	11190866	11191795
4	11197983	11198625
4	11214037	11214758
4	11266833	11267343
4	11268852	11269572
4	11269578	11270164
4	11283917	11284537
4	11313538	11314093
4	11316096	11316608
4	11351293	11351882
4	11351882	11352564
4	1138395	1139032
4	11397512	11398047
4	11398047	11398616
4	11405656	11406258
4	11417098	11417789
4	11417789	11418351
4	11420585	11421236
4	11423566	11424342
4	1143247	1144071
4	11441754	11442327
4	11444545	11445227
4	11462464	11463029
4	11469988	11470620
4	11472458	11473353
4	11483032	11483779
4	11510872	11511402
4	11520004	11520626
4	11547402	11548111
4	11551813	11552541
4	11568018	11568649
4	11572404	11573093
4	11585364	11585897
4	11592227	11592747
4	11624249	11624897
4	11629375	11630019
4	11635472	11636037
4	11637458	11638043
4	11645725	11646456
4	11648764	11649697
4	11652977	11653527
4	11662146	11662895
4	11670603	11671205
4	11675675	11676304
4	11706274	11707018
4	11720074	11720725
4	11722670	11723406
4	1173955	1174768
4	11745255	11745824
4	11745824	11746590
4	11753450	11753976
4	11764248	11764785
4	11772426	11772986
4	11773828	11774476
4	11777791	11778629
4	11782351	11783087
4	11786447	11787136
4	11797047	11798014
4	11832550	11833229
4	11833512	11834309
4	11842910	11843455
4	11879323	11879957
4	11885923	11886526
4	11888375	11889018
4	11895565	11896208
4	11897968	11898807
4	11898807	11899415
4	11902885	11903432
4	11905981	11906700
4	11911029	11911641
4	11927809	11928368
4	11928792	11929477
4	11933976	11934636
4	11936726	11937461
4	11940717	11941250
4	11945643	11946162
4	11954380	11954889
4	11966531	11967220
4	11967455	11967989
4	11971801	11972364
4	1197972	1198519
4	11988671	11989336
4	12015912	12016420
4	12018039	12019023
4	1203644	1204280
4	12046074	12046750
4	12046916	12047477
4	12051442	12052197
4	12053565	12054082
4	12063392	12063938
4	12063938	12064457
4	12064457	12065373
4	12069453	12070206
